figure_id	Collection	Compartment	OMEROFigurelink	image	Flybase_ID	FlyBase link	Gene	If there is RNA expression, what patterns does the RNA make?_x	If there is protein expression, what patterns does the protein make?_x	Is RNA present in NBs?_x	Is protein present in NBs?_x	Is RNA present in other cells?_x	Is protein present in other cells?_x	General comments_x	If there is RNA expression, what patterns does the RNA make?_y	If there is protein expression, what patterns does the protein make?_y	Is RNA present in NBs?_y	Is protein present in NBs?_y	Is RNA present in other cells?_y	Is protein present in other cells?_y	General comments_y	neural RNAi phenotype	GO molecular function	GO biological process	L3 CNS	3prime UTR length	GO cellular component	FlyAtlas expression
	FTRG502				FBgn0001624	http://flybase.org/reports/FBgn0001624	dlg1																protein binding,guanylate kinase activity	negative regulation of peptidoglycan recognition protein signaling pathway,embryo development,negative regulation of imaginal disc growth,septate junction assembly,pole plasm protein localization,cell fate commitment involved in pattern specification,establishment or maintenance of polarity of follicular epithelium,receptor clustering,gravitaxis,follicular epithelium,positive phototaxis,asymmetric protein localization involved in cell fate determination,establishment or maintenance of epithelial cell apical/basal polarity,dorsal closure,receptor localization to synapse,nervous system development,basal protein localization,cell fate specification,locomotor rhythm,positive regulation of synaptic assembly at neuromuscular junction,chemical synaptic transmission,behavioral response to ethanol,ovarian follicle cell development,anterior/posterior axis specification,establishment of mitotic spindle orientation,morphogenesis of follicular epithelium,morphogenesis of larval imaginal disc epithelium,regulation of epidermal growth factor receptor signaling pathway,morphogenesis of a polarized epithelium,protein localization,establishment of spindle orientation,mating behavior,synaptic assembly at neuromuscular junction,male courtship behavior,establishment or maintenance of polarity of larval imaginal disc epithelium,cell-cell adhesion	32	3598,1117,1807,57,1450,1573,2160	cell junction,type Ib terminal bouton,neuron projection,terminal bouton,septate junction,smooth septate junction,apical cortex,presynaptic membrane,lateral plasma membrane,apicolateral plasma membrane,plasma membrane,postsynaptic density membrane,tricellular tight junction,perinuclear region of cytoplasm,synapse,basolateral plasma membrane,neuromuscular junction,type I terminal bouton,subsynaptic reticulum,postsynaptic membrane,leading edge membrane,cell cortex	Head,Larval carcass,Adult carcass,Brain,Ovary,Larval trachea,Crop,Thoracicoabdominal ganglion,Adult heart,Larval CNS,Hindgut,Adult eye,S2 cells,Larvae hindgut
	CPTI004152				FBgn0001250	http://flybase.org/reports/FBgn0001250	if																protein heterodimerization activity,extracellular matrix binding,integrin binding,extracellular matrix protein binding	border follicle cell migration,axonal defasciculation,heterophilic cell-cell adhesion via plasma membrane cell adhesion molecules,cell migration,sensory perception of smell,salivary gland development,ventral cord development,hemocyte migration,central nervous system morphogenesis,axon guidance,sarcomere organization,cell adhesion mediated by integrin,salivary gland morphogenesis,imaginal disc-derived wing morphogenesis,maintenance of epithelial integrity,midgut development,integrin-mediated signaling pathway,maintenance of protein location,open tracheal system,myofibril assembly,cell-matrix adhesion,regulation of stress fiber assembly,substrate adhesion-dependent cell spreading,apposition of dorsal and ventral imaginal disc-derived wing surfaces,cell-cell adhesion,muscle attachment	5	1276	focal adhesion,integrin complex,plasma membrane,sarcolemma,integral component of plasma membrane,basal plasma membrane,external side of plasma membrane	Head,Larval salivary gland,Larval carcass,Virgin spermatheca,Adult carcass,Larval tubule,Mated spermatheca,Salivary gland,Larval trachea,Crop,Tubule,Adult heart,Hindgut,Larvae hindgut
	CPTI000378				FBgn0001235	http://flybase.org/reports/FBgn0001235	hth																DNA-binding transcription activator activity,transcription coactivator binding,DNA binding,protein binding,RNA polymerase II cis-regulatory region sequence-specific DNA binding,cis-regulatory region sequence-specific DNA binding,transcription factor binding,DNA-binding transcription factor activity,RNA polymerase II-specific	antennal segment,compound eye development,animal organ morphogenesis,oenocyte differentiation,haltere morphogenesis,positive regulation of cell proliferation involved in compound eye morphogenesis,embryonic pattern specification,positive regulation of cell population proliferation,positive regulation of transcription by RNA polymerase II,regulation of cell fate specification,specification of segmental identity,proximal/distal pattern formation,imaginal disc-derived leg morphogenesis,Malpighian tubule development,segmentation,eye development,specification of animal organ identity,brain development,compound eye photoreceptor fate commitment,imaginal disc-derived wing morphogenesis,head,salivary gland boundary specification,peripheral nervous system development,somatic muscle development,regulation of neuron differentiation,head morphogenesis,protein localization to nucleus,regulation of transcription by RNA polymerase II	61	4262,384,1321,1530,3816	cytosol,transcription regulator complex,RNA polymerase II transcription regulator complex,nucleus,cytoplasm	Head,Larval carcass,Virgin spermatheca,Adult carcass,Brain,Larval tubule,Mated spermatheca,Larval trachea,Crop,Thoracicoabdominal ganglion,Larval CNS,Tubule,Adult eye,Larval midgut,Larvae hindgut
	CPTI001356				FBgn0001235	http://flybase.org/reports/FBgn0001235	hth																DNA-binding transcription activator activity,transcription coactivator binding,DNA binding,protein binding,RNA polymerase II cis-regulatory region sequence-specific DNA binding,cis-regulatory region sequence-specific DNA binding,transcription factor binding,DNA-binding transcription factor activity,RNA polymerase II-specific	antennal segment,compound eye development,animal organ morphogenesis,oenocyte differentiation,haltere morphogenesis,positive regulation of cell proliferation involved in compound eye morphogenesis,embryonic pattern specification,positive regulation of cell population proliferation,positive regulation of transcription by RNA polymerase II,regulation of cell fate specification,specification of segmental identity,proximal/distal pattern formation,imaginal disc-derived leg morphogenesis,Malpighian tubule development,segmentation,eye development,specification of animal organ identity,brain development,compound eye photoreceptor fate commitment,imaginal disc-derived wing morphogenesis,head,salivary gland boundary specification,peripheral nervous system development,somatic muscle development,regulation of neuron differentiation,head morphogenesis,protein localization to nucleus,regulation of transcription by RNA polymerase II	61	4262,384,1321,1530,3816	cytosol,transcription regulator complex,RNA polymerase II transcription regulator complex,nucleus,cytoplasm	Head,Larval carcass,Virgin spermatheca,Adult carcass,Brain,Larval tubule,Mated spermatheca,Larval trachea,Crop,Thoracicoabdominal ganglion,Larval CNS,Tubule,Adult eye,Larval midgut,Larvae hindgut
	CPTI002808				FBgn0001235	http://flybase.org/reports/FBgn0001235	hth																DNA-binding transcription activator activity,transcription coactivator binding,DNA binding,protein binding,RNA polymerase II cis-regulatory region sequence-specific DNA binding,cis-regulatory region sequence-specific DNA binding,transcription factor binding,DNA-binding transcription factor activity,RNA polymerase II-specific	antennal segment,compound eye development,animal organ morphogenesis,oenocyte differentiation,haltere morphogenesis,positive regulation of cell proliferation involved in compound eye morphogenesis,embryonic pattern specification,positive regulation of cell population proliferation,positive regulation of transcription by RNA polymerase II,regulation of cell fate specification,specification of segmental identity,proximal/distal pattern formation,imaginal disc-derived leg morphogenesis,Malpighian tubule development,segmentation,eye development,specification of animal organ identity,brain development,compound eye photoreceptor fate commitment,imaginal disc-derived wing morphogenesis,head,salivary gland boundary specification,peripheral nervous system development,somatic muscle development,regulation of neuron differentiation,head morphogenesis,protein localization to nucleus,regulation of transcription by RNA polymerase II	61	4262,384,1321,1530,3816	cytosol,transcription regulator complex,RNA polymerase II transcription regulator complex,nucleus,cytoplasm	Head,Larval carcass,Virgin spermatheca,Adult carcass,Brain,Larval tubule,Mated spermatheca,Larval trachea,Crop,Thoracicoabdominal ganglion,Larval CNS,Tubule,Adult eye,Larval midgut,Larvae hindgut
	CPTI002852				FBgn0001235	http://flybase.org/reports/FBgn0001235	hth																DNA-binding transcription activator activity,transcription coactivator binding,DNA binding,protein binding,RNA polymerase II cis-regulatory region sequence-specific DNA binding,cis-regulatory region sequence-specific DNA binding,transcription factor binding,DNA-binding transcription factor activity,RNA polymerase II-specific	antennal segment,compound eye development,animal organ morphogenesis,oenocyte differentiation,haltere morphogenesis,positive regulation of cell proliferation involved in compound eye morphogenesis,embryonic pattern specification,positive regulation of cell population proliferation,positive regulation of transcription by RNA polymerase II,regulation of cell fate specification,specification of segmental identity,proximal/distal pattern formation,imaginal disc-derived leg morphogenesis,Malpighian tubule development,segmentation,eye development,specification of animal organ identity,brain development,compound eye photoreceptor fate commitment,imaginal disc-derived wing morphogenesis,head,salivary gland boundary specification,peripheral nervous system development,somatic muscle development,regulation of neuron differentiation,head morphogenesis,protein localization to nucleus,regulation of transcription by RNA polymerase II	61	4262,384,1321,1530,3816	cytosol,transcription regulator complex,RNA polymerase II transcription regulator complex,nucleus,cytoplasm	Head,Larval carcass,Virgin spermatheca,Adult carcass,Brain,Larval tubule,Mated spermatheca,Larval trachea,Crop,Thoracicoabdominal ganglion,Larval CNS,Tubule,Adult eye,Larval midgut,Larvae hindgut
	CPTI003745				FBgn0001235	http://flybase.org/reports/FBgn0001235	hth																DNA-binding transcription activator activity,transcription coactivator binding,DNA binding,protein binding,RNA polymerase II cis-regulatory region sequence-specific DNA binding,cis-regulatory region sequence-specific DNA binding,transcription factor binding,DNA-binding transcription factor activity,RNA polymerase II-specific	antennal segment,compound eye development,animal organ morphogenesis,oenocyte differentiation,haltere morphogenesis,positive regulation of cell proliferation involved in compound eye morphogenesis,embryonic pattern specification,positive regulation of cell population proliferation,positive regulation of transcription by RNA polymerase II,regulation of cell fate specification,specification of segmental identity,proximal/distal pattern formation,imaginal disc-derived leg morphogenesis,Malpighian tubule development,segmentation,eye development,specification of animal organ identity,brain development,compound eye photoreceptor fate commitment,imaginal disc-derived wing morphogenesis,head,salivary gland boundary specification,peripheral nervous system development,somatic muscle development,regulation of neuron differentiation,head morphogenesis,protein localization to nucleus,regulation of transcription by RNA polymerase II	61	4262,384,1321,1530,3816	cytosol,transcription regulator complex,RNA polymerase II transcription regulator complex,nucleus,cytoplasm	Head,Larval carcass,Virgin spermatheca,Adult carcass,Brain,Larval tubule,Mated spermatheca,Larval trachea,Crop,Thoracicoabdominal ganglion,Larval CNS,Tubule,Adult eye,Larval midgut,Larvae hindgut
	CPTI000165				FBgn0001215	http://flybase.org/reports/FBgn0001215	Hrb98DE																poly(U) RNA binding,poly(G) binding,mRNA 3'-UTR binding,mRNA 5'-UTR binding,sequence-specific DNA binding,mRNA binding	via spliceosome,positive regulation of translation,negative regulation of RNA splicing,regulation of alternative mRNA splicing,compound eye morphogenesis,female germ-line stem cell population maintenance,oogenesis,positive regulation of mRNA splicing	283	1052,333,716	nucleus,ribonucleoprotein complex,polytene chromosome puff	Male accessory glands,Virgin spermatheca,Brain,Ovary,Thoracicoabdominal ganglion,Larval fat body,Head,Larval salivary gland,Adult carcass,Mated spermatheca,Tubule,Salivary gland,Larval trachea,Crop,Larval CNS,Hindgut,Adult eye,S2 cells
	CPTI000205				FBgn0001215	http://flybase.org/reports/FBgn0001215	Hrb98DE																poly(U) RNA binding,poly(G) binding,mRNA 3'-UTR binding,mRNA 5'-UTR binding,sequence-specific DNA binding,mRNA binding	via spliceosome,positive regulation of translation,negative regulation of RNA splicing,regulation of alternative mRNA splicing,compound eye morphogenesis,female germ-line stem cell population maintenance,oogenesis,positive regulation of mRNA splicing	283	1052,333,716	nucleus,ribonucleoprotein complex,polytene chromosome puff	Male accessory glands,Virgin spermatheca,Brain,Ovary,Thoracicoabdominal ganglion,Larval fat body,Head,Larval salivary gland,Adult carcass,Mated spermatheca,Tubule,Salivary gland,Larval trachea,Crop,Larval CNS,Hindgut,Adult eye,S2 cells
	CPTI003669				FBgn0001215	http://flybase.org/reports/FBgn0001215	Hrb98DE																poly(U) RNA binding,poly(G) binding,mRNA 3'-UTR binding,mRNA 5'-UTR binding,sequence-specific DNA binding,mRNA binding	via spliceosome,positive regulation of translation,negative regulation of RNA splicing,regulation of alternative mRNA splicing,compound eye morphogenesis,female germ-line stem cell population maintenance,oogenesis,positive regulation of mRNA splicing	283	1052,333,716	nucleus,ribonucleoprotein complex,polytene chromosome puff	Male accessory glands,Virgin spermatheca,Brain,Ovary,Thoracicoabdominal ganglion,Larval fat body,Head,Larval salivary gland,Adult carcass,Mated spermatheca,Tubule,Salivary gland,Larval trachea,Crop,Larval CNS,Hindgut,Adult eye,S2 cells
	CPTI001918				FBgn0001145	http://flybase.org/reports/FBgn0001145	Gs2																glutamate-ammonia ligase activity	glutamate catabolic process,neurotransmitter receptor metabolic process,glutamine biosynthetic process,synapse assembly	49	566,361	cytoplasm	Head,Larval carcass,Adult carcass,Brain,Adult fat body,Larval tubule,Larval trachea,Salivary gland,Thoracicoabdominal ganglion,Larval CNS,Hindgut,Midgut,Adult eye,Larval midgut,Larvae hindgut
	CPTI100002				FBgn0001145	http://flybase.org/reports/FBgn0001145	Gs2																glutamate-ammonia ligase activity	glutamate catabolic process,neurotransmitter receptor metabolic process,glutamine biosynthetic process,synapse assembly	49	566,361	cytoplasm	Head,Larval carcass,Adult carcass,Brain,Adult fat body,Larval tubule,Larval trachea,Salivary gland,Thoracicoabdominal ganglion,Larval CNS,Hindgut,Midgut,Adult eye,Larval midgut,Larvae hindgut
	CPTI000303				FBgn0001124	http://flybase.org/reports/FBgn0001124	Got1																L-aspartate:2-oxoglutarate aminotransferase activity,pyridoxal phosphate binding	glutamate biosynthetic process,aspartate biosynthetic process	23	335	cytosol,peroxisome	Larval carcass,Virgin spermatheca,Brain,Larval tubule,Testis,Thoracicoabdominal ganglion,Larval midgut,Larvae hindgut,Head,Adult carcass,Adult fat body,Mated spermatheca,Salivary gland,Tubule,Crop,Adult heart,Hindgut,Adult eye,Midgut
	CPTI001709				FBgn0001098	http://flybase.org/reports/FBgn0001098	Gdh																glutamate dehydrogenase (NAD+) activity,glutamate dehydrogenase [NAD(P)+] activity,identical protein binding	glutamate catabolic process,sperm storage,NADH oxidation,glutamate metabolic process	138	416	cytosol,mitochondrion,cytoplasm	Head,Larval salivary gland,Larval carcass,Brain,Tubule,Larval trachea,Crop,Thoracicoabdominal ganglion,Hindgut,Midgut,Adult eye,Larval midgut,Larvae hindgut
	CPTI000091				FBgn0000721	http://flybase.org/reports/FBgn0000721	for																ATP binding,cGMP-dependent protein kinase activity	motor neuron axon guidance,protein phosphorylation,short-term memory,habituation,larval feeding behavior,feeding behavior,larval locomotory behavior,response to sucrose,long-term memory,regulation of response to food,regulation of heart contraction	8	161,704	cytosol,cytoplasm,plasma membrane	Crop,Adult heart,Larval fat body,Virgin spermatheca,Adult carcass,Adult fat body,Ovary,Mated spermatheca
	CPTI001360				FBgn0000711	http://flybase.org/reports/FBgn0000711	flw																myosin phosphatase activity,protein serine/threonine phosphatase activity	female germline ring canal formation,imaginal disc-derived wing morphogenesis,oocyte nucleus migration involved in oocyte dorsal/ventral axis specification,negative regulation of smoothened signaling pathway,regulation of morphogenesis of an epithelium,ovarian nurse cell to oocyte transport,regulation of actomyosin contractile ring contraction,striated muscle tissue development,negative regulation of JNK cascade,chromosome segregation,positive regulation of canonical Wnt signaling pathway,beta-catenin destruction complex disassembly,mesoderm development	9	2338,586,559	nucleus,cytoplasm	Head,Larval carcass,Male accessory glands,Virgin spermatheca,Mated spermatheca,Brain,Salivary gland,Crop,Thoracicoabdominal ganglion,Adult heart,Larval CNS,Hindgut,Midgut,Adult eye,Larval midgut,Larvae hindgut
	CPTI002264				FBgn0000711	http://flybase.org/reports/FBgn0000711	flw																myosin phosphatase activity,protein serine/threonine phosphatase activity	female germline ring canal formation,imaginal disc-derived wing morphogenesis,oocyte nucleus migration involved in oocyte dorsal/ventral axis specification,negative regulation of smoothened signaling pathway,regulation of morphogenesis of an epithelium,ovarian nurse cell to oocyte transport,regulation of actomyosin contractile ring contraction,striated muscle tissue development,negative regulation of JNK cascade,chromosome segregation,positive regulation of canonical Wnt signaling pathway,beta-catenin destruction complex disassembly,mesoderm development	9	2338,586,559	nucleus,cytoplasm	Head,Larval carcass,Male accessory glands,Virgin spermatheca,Mated spermatheca,Brain,Salivary gland,Crop,Thoracicoabdominal ganglion,Adult heart,Larval CNS,Hindgut,Midgut,Adult eye,Larval midgut,Larvae hindgut
	CPTI000936				FBgn0000662	http://flybase.org/reports/FBgn0000662	fl(2)d																protein binding	via spliceosome,female germ-line sex determination,compound eye development,RNA splicing,regulation of alternative mRNA splicing,via transesterification reactions,sex determination,primary sex determination,mRNA methylation,soma	59	531	nucleus,RNA N6-methyladenosine methyltransferase complex	Larval CNS,S2 cells,Brain,Salivary gland,Ovary
	CPTI001064				FBgn0000662	http://flybase.org/reports/FBgn0000662	fl(2)d																protein binding	via spliceosome,female germ-line sex determination,compound eye development,RNA splicing,regulation of alternative mRNA splicing,via transesterification reactions,sex determination,primary sex determination,mRNA methylation,soma	59	531	nucleus,RNA N6-methyladenosine methyltransferase complex	Larval CNS,S2 cells,Brain,Salivary gland,Ovary
	CPTI002622				FBgn0000636	http://flybase.org/reports/FBgn0000636	Fas3																cell adhesion molecule binding	homophilic cell adhesion via plasma membrane adhesion molecules,cell-cell adhesion,axon guidance,axonal fasciculation,synaptic target recognition	39	247,1223,630,1005,1764,1160,657	integral component of plasma membrane,cell-cell junction,neuromuscular junction,plasma membrane,recycling endosome,smooth septate junction	Larval salivary gland,Larval carcass,Male accessory glands,Virgin spermatheca,Mated spermatheca,Brain,Larval trachea,Crop,Testis,Larval CNS,Hindgut,Adult eye,Larvae hindgut
	CPTI000833				FBgn0000636	http://flybase.org/reports/FBgn0000636	Fas3																cell adhesion molecule binding	homophilic cell adhesion via plasma membrane adhesion molecules,cell-cell adhesion,axon guidance,axonal fasciculation,synaptic target recognition	39	247,1223,630,1005,1764,1160,657	integral component of plasma membrane,cell-cell junction,neuromuscular junction,plasma membrane,recycling endosome,smooth septate junction	Larval salivary gland,Larval carcass,Male accessory glands,Virgin spermatheca,Mated spermatheca,Brain,Larval trachea,Crop,Testis,Larval CNS,Hindgut,Adult eye,Larvae hindgut
	CPTI000884				FBgn0000636	http://flybase.org/reports/FBgn0000636	Fas3																cell adhesion molecule binding	homophilic cell adhesion via plasma membrane adhesion molecules,cell-cell adhesion,axon guidance,axonal fasciculation,synaptic target recognition	39	247,1223,630,1005,1764,1160,657	integral component of plasma membrane,cell-cell junction,neuromuscular junction,plasma membrane,recycling endosome,smooth septate junction	Larval salivary gland,Larval carcass,Male accessory glands,Virgin spermatheca,Mated spermatheca,Brain,Larval trachea,Crop,Testis,Larval CNS,Hindgut,Adult eye,Larvae hindgut
	CPTI100022				FBgn0000636	http://flybase.org/reports/FBgn0000636	Fas3																cell adhesion molecule binding	homophilic cell adhesion via plasma membrane adhesion molecules,cell-cell adhesion,axon guidance,axonal fasciculation,synaptic target recognition	39	247,1223,630,1005,1764,1160,657	integral component of plasma membrane,cell-cell junction,neuromuscular junction,plasma membrane,recycling endosome,smooth septate junction	Larval salivary gland,Larval carcass,Male accessory glands,Virgin spermatheca,Mated spermatheca,Brain,Larval trachea,Crop,Testis,Larval CNS,Hindgut,Adult eye,Larvae hindgut
	CPTI000483				FBgn0000635	http://flybase.org/reports/FBgn0000635	Fas2																cell-cell adhesion mediator activity,protein binding	cell morphogenesis involved in neuron differentiation,homophilic cell adhesion via plasma membrane adhesion molecules,motor neuron axon guidance,imaginal disc-derived male genitalia morphogenesis,regulation of synaptic plasticity,regulation of tube length,axonal fasciculation,mushroom body development,regulation of synapse structure or activity,negative regulation of epidermal growth factor receptor signaling pathway,neuromuscular junction development,behavioral response to ethanol,photoreceptor cell axon guidance,regulation of tube diameter,synapse organization,axon guidance,dendrite self-avoidance,learning or memory,regulation of locomotor rhythm,short-term memory,neuron recognition,Bolwig's organ morphogenesis,negative regulation of neuron remodeling,olfactory learning,regulation of synaptic assembly at neuromuscular junction,open tracheal system,terminal button organization	46	397,1369,152,1893,341	presynaptic periactive zone,plasma membrane,muscle cell postsynaptic specialization,axon,cytoplasm,growth cone,neuron projection,cell projection,apical plasma membrane,neuromuscular junction,presynaptic active zone,type I terminal bouton,postsynaptic membrane,leading edge membrane,presynaptic membrane	Larval carcass,Virgin spermatheca,Brain,Larval tubule,Thoracicoabdominal ganglion,Larval midgut,Larval fat body,Larvae hindgut,Head,Larval salivary gland,Adult carcass,Mated spermatheca,Tubule,Salivary gland,Larval trachea,Crop,Larval CNS,Hindgut,Adult eye,Midgut
	CPTI001279				FBgn0000635	http://flybase.org/reports/FBgn0000635	Fas2																cell-cell adhesion mediator activity,protein binding	cell morphogenesis involved in neuron differentiation,homophilic cell adhesion via plasma membrane adhesion molecules,motor neuron axon guidance,imaginal disc-derived male genitalia morphogenesis,regulation of synaptic plasticity,regulation of tube length,axonal fasciculation,mushroom body development,regulation of synapse structure or activity,negative regulation of epidermal growth factor receptor signaling pathway,neuromuscular junction development,behavioral response to ethanol,photoreceptor cell axon guidance,regulation of tube diameter,synapse organization,axon guidance,dendrite self-avoidance,learning or memory,regulation of locomotor rhythm,short-term memory,neuron recognition,Bolwig's organ morphogenesis,negative regulation of neuron remodeling,olfactory learning,regulation of synaptic assembly at neuromuscular junction,open tracheal system,terminal button organization	46	397,1369,152,1893,341	presynaptic periactive zone,plasma membrane,muscle cell postsynaptic specialization,axon,cytoplasm,growth cone,neuron projection,cell projection,apical plasma membrane,neuromuscular junction,presynaptic active zone,type I terminal bouton,postsynaptic membrane,leading edge membrane,presynaptic membrane	Larval carcass,Virgin spermatheca,Brain,Larval tubule,Thoracicoabdominal ganglion,Larval midgut,Larval fat body,Larvae hindgut,Head,Larval salivary gland,Adult carcass,Mated spermatheca,Tubule,Salivary gland,Larval trachea,Crop,Larval CNS,Hindgut,Adult eye,Midgut
	CPTI002740				FBgn0000575	http://flybase.org/reports/FBgn0000575	emc																protein heterodimerization activity,transcription corepressor activity,transcription regulator activity	chaeta morphogenesis,imaginal disc-derived wing vein morphogenesis,hindgut development,progression of morphogenetic furrow involved in compound eye morphogenesis,photoreceptor cell fate commitment,sex determination,negative regulation of transcription,negative regulation of DNA binding,R7 cell differentiation,imaginal disc-derived wing morphogenesis,determination of left/right symmetry,negative regulation of transcription by RNA polymerase II,R3/R4 cell differentiation,chorion-containing eggshell pattern formation,midgut development,compound eye cone cell differentiation,dorsal appendage formation,dorsal closure,circadian regulation of gene expression,cell differentiation,head involution,DNA-templated	218	1185	nucleus,nucleoplasm,cytoplasm	Head,Larval carcass,Mated spermatheca,Brain,Adult fat body,Larval tubule,Larval trachea,Crop,Thoracicoabdominal ganglion,Adult heart,Larval CNS,Hindgut,Midgut,Adult eye,Larval midgut,Larvae hindgut
	CPTI002832				FBgn0000575	http://flybase.org/reports/FBgn0000575	emc																protein heterodimerization activity,transcription corepressor activity,transcription regulator activity	chaeta morphogenesis,imaginal disc-derived wing vein morphogenesis,hindgut development,progression of morphogenetic furrow involved in compound eye morphogenesis,photoreceptor cell fate commitment,sex determination,negative regulation of transcription,negative regulation of DNA binding,R7 cell differentiation,imaginal disc-derived wing morphogenesis,determination of left/right symmetry,negative regulation of transcription by RNA polymerase II,R3/R4 cell differentiation,chorion-containing eggshell pattern formation,midgut development,compound eye cone cell differentiation,dorsal appendage formation,dorsal closure,circadian regulation of gene expression,cell differentiation,head involution,DNA-templated	218	1185	nucleus,nucleoplasm,cytoplasm	Head,Larval carcass,Mated spermatheca,Brain,Adult fat body,Larval tubule,Larval trachea,Crop,Thoracicoabdominal ganglion,Adult heart,Larval CNS,Hindgut,Midgut,Adult eye,Larval midgut,Larvae hindgut
	CPTI003777				FBgn0000575	http://flybase.org/reports/FBgn0000575	emc																protein heterodimerization activity,transcription corepressor activity,transcription regulator activity	chaeta morphogenesis,imaginal disc-derived wing vein morphogenesis,hindgut development,progression of morphogenetic furrow involved in compound eye morphogenesis,photoreceptor cell fate commitment,sex determination,negative regulation of transcription,negative regulation of DNA binding,R7 cell differentiation,imaginal disc-derived wing morphogenesis,determination of left/right symmetry,negative regulation of transcription by RNA polymerase II,R3/R4 cell differentiation,chorion-containing eggshell pattern formation,midgut development,compound eye cone cell differentiation,dorsal appendage formation,dorsal closure,circadian regulation of gene expression,cell differentiation,head involution,DNA-templated	218	1185	nucleus,nucleoplasm,cytoplasm	Head,Larval carcass,Mated spermatheca,Brain,Adult fat body,Larval tubule,Larval trachea,Crop,Thoracicoabdominal ganglion,Adult heart,Larval CNS,Hindgut,Midgut,Adult eye,Larval midgut,Larvae hindgut
	CPTI000616				FBgn0000547	http://flybase.org/reports/FBgn0000547	ed																epidermal growth factor receptor binding,cell adhesion molecule binding,protein binding	homophilic cell adhesion via plasma membrane adhesion molecules,morphogenesis of an epithelium,regulation of cell shape,negative regulation of epidermal growth factor receptor signaling pathway,negative regulation of neurogenesis,sensory organ development,muscle organ morphogenesis,branch fusion,regulation of establishment of planar polarity,contractile actin filament bundle assembly,regulation of actin cytoskeleton organization by cell-cell adhesion,negative regulation of fusion cell fate specification,positive regulation of Notch signaling pathway,imaginal disc-derived wing morphogenesis,wound healing,dorsal appendage formation,dorsal closure,negative regulation of R8 cell differentiation,open tracheal system,positive regulation of hippo signaling,cell-cell adhesion,regulation of actin cytoskeleton organization	41	834,1947,634	early endosome,cell-cell junction,plasma membrane,integral component of plasma membrane,cell surface,adherens junction,cell cortex	Crop,Larval CNS,Larval salivary gland,Male accessory glands,Ovary,Larval trachea
	CPTI000655				FBgn0000547	http://flybase.org/reports/FBgn0000547	ed																epidermal growth factor receptor binding,cell adhesion molecule binding,protein binding	homophilic cell adhesion via plasma membrane adhesion molecules,morphogenesis of an epithelium,regulation of cell shape,negative regulation of epidermal growth factor receptor signaling pathway,negative regulation of neurogenesis,sensory organ development,muscle organ morphogenesis,branch fusion,regulation of establishment of planar polarity,contractile actin filament bundle assembly,regulation of actin cytoskeleton organization by cell-cell adhesion,negative regulation of fusion cell fate specification,positive regulation of Notch signaling pathway,imaginal disc-derived wing morphogenesis,wound healing,dorsal appendage formation,dorsal closure,negative regulation of R8 cell differentiation,open tracheal system,positive regulation of hippo signaling,cell-cell adhesion,regulation of actin cytoskeleton organization	41	834,1947,634	early endosome,cell-cell junction,plasma membrane,integral component of plasma membrane,cell surface,adherens junction,cell cortex	Crop,Larval CNS,Larval salivary gland,Male accessory glands,Ovary,Larval trachea
	CPTI001174				FBgn0000547	http://flybase.org/reports/FBgn0000547	ed																epidermal growth factor receptor binding,cell adhesion molecule binding,protein binding	homophilic cell adhesion via plasma membrane adhesion molecules,morphogenesis of an epithelium,regulation of cell shape,negative regulation of epidermal growth factor receptor signaling pathway,negative regulation of neurogenesis,sensory organ development,muscle organ morphogenesis,branch fusion,regulation of establishment of planar polarity,contractile actin filament bundle assembly,regulation of actin cytoskeleton organization by cell-cell adhesion,negative regulation of fusion cell fate specification,positive regulation of Notch signaling pathway,imaginal disc-derived wing morphogenesis,wound healing,dorsal appendage formation,dorsal closure,negative regulation of R8 cell differentiation,open tracheal system,positive regulation of hippo signaling,cell-cell adhesion,regulation of actin cytoskeleton organization	41	834,1947,634	early endosome,cell-cell junction,plasma membrane,integral component of plasma membrane,cell surface,adherens junction,cell cortex	Crop,Larval CNS,Larval salivary gland,Male accessory glands,Ovary,Larval trachea
	CPTI001789				FBgn0000547	http://flybase.org/reports/FBgn0000547	ed																epidermal growth factor receptor binding,cell adhesion molecule binding,protein binding	homophilic cell adhesion via plasma membrane adhesion molecules,morphogenesis of an epithelium,regulation of cell shape,negative regulation of epidermal growth factor receptor signaling pathway,negative regulation of neurogenesis,sensory organ development,muscle organ morphogenesis,branch fusion,regulation of establishment of planar polarity,contractile actin filament bundle assembly,regulation of actin cytoskeleton organization by cell-cell adhesion,negative regulation of fusion cell fate specification,positive regulation of Notch signaling pathway,imaginal disc-derived wing morphogenesis,wound healing,dorsal appendage formation,dorsal closure,negative regulation of R8 cell differentiation,open tracheal system,positive regulation of hippo signaling,cell-cell adhesion,regulation of actin cytoskeleton organization	41	834,1947,634	early endosome,cell-cell junction,plasma membrane,integral component of plasma membrane,cell surface,adherens junction,cell cortex	Crop,Larval CNS,Larval salivary gland,Male accessory glands,Ovary,Larval trachea
